                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8676,                0.27019,                0.49359,                0.11484,                0.01881,                 0.0093,                0.00205,                  1.873,                 0.2868,                0.48277,               0.019231,              8.085e-05,              8.085e-05
                      2,                 1.4584,                0.45159,                0.26857,                0.24727,                 0.1164,                0.08999,                0.04018,                 1.2225,                 0.5434,                0.19717,                 0.0001,                 0.0001,                 0.0001
                      3,                  1.247,                0.53922,                0.19208,                 0.2139,                0.13367,                0.11928,                0.06141,                 1.1379,                0.55221,                0.17371,                 0.0001,                 0.0001,                 0.0001
                      4,                 1.1698,                0.55113,                0.16532,                0.25515,                 0.1727,                0.15543,                 0.0836,                 1.0624,                0.56938,                0.15353,                 0.0001,                 0.0001,                 0.0001
                      5,                 1.1247,                0.55238,                0.15205,                0.32075,                0.20798,                 0.1932,                0.10448,                 1.0095,                0.56422,                0.13501,                 0.0001,                 0.0001,                 0.0001
                      6,                  1.089,                0.55377,                0.14303,                0.34045,                0.22838,                0.20833,                0.11428,                0.98732,                0.56183,                0.13092,                 0.0001,                 0.0001,                 0.0001
                      7,                  1.062,                0.55364,                0.13582,                0.35243,                0.24027,                  0.225,                0.12504,                0.94493,                0.56653,                0.12111,                 0.0001,                 0.0001,                 0.0001
                      8,                 1.0418,                0.55253,                0.12895,                0.38111,                0.24672,                0.23661,                0.13281,                0.92416,                0.56662,                0.11686,                 0.0001,                 0.0001,                 0.0001
                      9,                 1.0219,                0.55273,                0.12609,                0.40205,                0.26114,                 0.2549,                0.14464,                0.90839,                0.56531,                0.11362,                 0.0001,                 0.0001,                 0.0001
                     10,                 1.0027,                0.55286,                0.12031,                0.40555,                0.26898,                0.26041,                0.14845,                0.89677,                0.56593,                  0.111,                 0.0001,                 0.0001,                 0.0001
                     11,                0.99116,                0.55121,                0.11813,                0.39762,                0.27423,                0.26488,                0.15195,                0.88779,                0.56567,                 0.1095,                 0.0001,                 0.0001,                 0.0001
                     12,                0.97369,                0.55367,                0.11536,                0.40441,                0.27987,                0.27114,                 0.1557,                0.88071,                0.56528,                0.10761,                 0.0001,                 0.0001,                 0.0001
                     13,                0.96679,                0.55103,                0.11136,                0.41043,                0.28277,                0.27548,                0.15938,                 0.8751,                0.56502,                0.10651,                 0.0001,                 0.0001,                 0.0001
                     14,                0.95305,                0.55249,                0.11024,                0.41611,                0.28759,                0.28043,                0.16258,                0.86824,                0.56502,                0.10503,                 0.0001,                 0.0001,                 0.0001
